时间,计划名称,计划ID,消费,展现量,点击率,视频5s完播率,点击量,店铺新客支付金额,平均点击成本,平均千次展示费用,新客消耗,新客曝光,新客点击,新客点击率,新客平均点击成本,新客平均千次展示费用,直播间直接下单订单量,直播间直接下单订单成本,直播间直接下单金额,直播间直接下单ROI,直播间直接支付订单量,直播间直接支付订单成本,直播间直接支付金额,直播间直接支付ROI,直播间观看次数,直播间观看成本,直播间平均停留时长,直播间新增粉丝数量,直播间5s观看次数,直播间5s观看成本,直播间评论次数,直播间30s观看次数,直播间30s观看成本,商品1日支付订单量,商品1日支付订单成本,商品1日支付金额,商品1日支付ROI,7日总下单订单量,7日总下单订单成本,7日总下单金额,7日总下单ROI,7日总支付订单量,7日总支付订单成本,7日总支付金额,7日总支付ROI,首屏展现,首屏点击,首屏消耗,首屏展现占比,首屏点击占比,首屏消耗占比,7日支付转化率,店铺新客首购及30日复购支付订单量,店铺新客首购及30日复购支付金额,店铺新客首购及30日复购支付ROI
2026-06-04,7日虾仁笔记_复制,195192732,0.11,14,7.14%,0.0%,1,69.0,0.11,7.86,0.11,14,1,7.14%,0.11,7.86,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,0.11,69.0,627.27,1,0.11,69.0,627.27,1,0.11,69.0,627.27,2,0,0.0,14.29%,0.0%,0.0%,100.0%,1,69.0,627.27
2026-06-04,521虾仁测试,196982127,0.26,12,16.67%,0.0%,2,0.0,0.13,21.67,0.26,12,2,16.67%,0.13,21.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,8.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-04,521虾仁测试_复制,196982135,0.00,4,0.0%,0.0%,0,0.0,0.0,0.0,0.0,4,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-04,521三文鱼搜索,196988252,0.00,5,0.0%,0.0%,0,0.0,0.0,0.0,0.0,5,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,60.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-04,减脂餐词汇搜索_复制,198319589,0.00,13,0.0%,0.0%,0,0.0,0.0,0.0,0.0,13,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,7.69%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-04,三文鱼搜索关键词_20260526_170915,198328826,0.07,12,8.33%,0.0%,1,0.0,0.07,5.83,0.07,12,1,8.33%,0.07,5.83,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,8.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-04,三文鱼搜索新计划,198891243,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,100.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-04,虾仁高购买意图测试,198948610,0.52,28,10.71%,0.0%,3,0.0,0.17,18.57,0.52,27,3,11.11%,0.17,19.26,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0,0.0,21.43%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-04,虾仁笔记推词测试,198949210,1.43,36,8.33%,0.0%,3,0.0,0.48,39.72,1.43,35,3,8.57%,0.48,40.86,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,1,0.34,22.22%,33.33%,23.78%,0.0%,0,0.0,0.0
2026-06-04,三文鱼购买意图测试,198960741,14.23,163,15.95%,0.0%,26,368.0,0.55,87.3,14.23,163,26,15.95%,0.55,87.3,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,14.23,368.0,25.86,1,14.23,368.0,25.86,1,14.23,368.0,25.86,54,13,7.49,33.13%,50.0%,52.64%,3.85%,1,368.0,25.86
2026-06-04,三文鱼做法意图测试,198981408,0.41,8,25.0%,0.0%,2,0.0,0.21,51.25,0.41,8,2,25.0%,0.21,51.25,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,2,0.41,37.5%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-04,山姆盒马三文鱼截流,198986280,0.01,13,7.69%,0.0%,1,0.0,0.01,0.77,0.01,13,1,7.69%,0.01,0.77,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,15.38%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,三文鱼搜索关键词,184817496,0.01,16,6.25%,0.0%,1,0.0,0.01,0.63,0.01,16,1,6.25%,0.01,0.63,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,12.5%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,虾仁搜索,185525682,0.58,38,10.53%,0.0%,4,0.0,0.14,15.26,0.58,38,4,10.53%,0.14,15.26,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,2,0.27,18.42%,50.0%,46.55%,0.0%,0,0.0,0.0
2026-06-05,三文鱼搜索关键词_复制,186136724,0.61,10,10.0%,0.0%,1,0.0,0.61,61.0,0.61,10,1,10.0%,0.61,61.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0,0.0,40.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,三文鱼爆款购买潜在需求,186737237,13.84,221,18.1%,0.0%,40,118.0,0.35,62.62,13.84,221,40,18.1%,0.35,62.62,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,13.84,118.0,8.53,1,13.84,118.0,8.53,1,13.84,118.0,8.53,70,16,5.79,31.67%,40.0%,41.85%,2.5%,1,118.0,8.53
2026-06-05,7日虾仁笔记_复制,195192732,1.11,20,25.0%,0.0%,5,0.0,0.22,55.5,0.93,19,4,21.05%,0.23,48.95,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,1,0.24,40.0%,20.0%,21.62%,0.0%,0,0.0,0.0
2026-06-05,521虾仁测试,196982127,0.05,10,10.0%,0.0%,1,0.0,0.05,5.0,0.05,10,1,10.0%,0.05,5.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,20.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,521虾仁测试_复制,196982135,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,521三文鱼搜索,196988252,0.00,7,0.0%,0.0%,0,0.0,0.0,0.0,0.0,7,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,28.57%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,减脂餐词汇搜索_复制,198319589,0.15,10,20.0%,0.0%,2,0.0,0.08,15.0,0.15,10,2,20.0%,0.08,15.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,三文鱼搜索关键词_20260526_170915,198328826,1.12,23,21.74%,0.0%,5,0.0,0.22,48.7,1.12,23,5,21.74%,0.22,48.7,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,3,1.01,30.43%,60.0%,90.18%,0.0%,0,0.0,0.0
2026-06-05,三文鱼搜索新计划,198891243,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,50.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,虾仁高购买意图测试,198948610,1.77,23,13.04%,0.0%,3,0.0,0.59,76.96,1.77,23,3,13.04%,0.59,76.96,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0,0.0,17.39%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,虾仁笔记推词测试,198949210,1.77,55,20.0%,0.0%,11,0.0,0.16,32.18,1.77,55,11,20.0%,0.16,32.18,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,15,4,0.63,27.27%,36.36%,35.51%,0.0%,0,0.0,0.0
2026-06-05,三文鱼购买意图测试,198960741,9.71,201,7.96%,0.0%,16,128.0,0.61,48.31,9.71,201,16,7.96%,0.61,48.31,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,9.71,128.0,13.18,1,9.71,128.0,13.18,1,9.71,128.0,13.18,57,12,9.04,28.36%,75.0%,93.06%,6.25%,1,128.0,13.18
2026-06-05,三文鱼做法意图测试,198981408,0.00,19,0.0%,0.0%,0,0.0,0.0,0.0,0.0,19,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,15.79%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,山姆盒马三文鱼截流,198986280,0.00,13,0.0%,0.0%,0,0.0,0.0,0.0,0.0,13,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,23.08%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-05,6月高点击笔记测试_复制,201276745,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,三文鱼搜索关键词,184817496,0.20,17,17.65%,0.0%,3,0.0,0.07,11.76,0.2,17,3,17.65%,0.07,11.76,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0.1,17.65%,33.33%,48.72%,0.0%,0,0.0,0.0
2026-06-06,虾仁搜索,185525682,0.84,25,12.0%,0.0%,3,0.0,0.28,33.6,0.84,25,3,12.0%,0.28,33.6,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0,0.0,20.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,三文鱼搜索关键词_复制,186136724,0.75,8,25.0%,0.0%,2,0.0,0.38,93.75,0.75,8,2,25.0%,0.38,93.75,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,1,0.39,50.0%,50.0%,52.0%,0.0%,0,0.0,0.0
2026-06-06,三文鱼爆款购买潜在需求,186737237,5.41,238,11.76%,0.0%,28,338.0,0.19,22.73,5.41,238,28,11.76%,0.19,22.73,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1,5.41,338.0,62.48,1,5.41,338.0,62.48,62,7,3.37,26.05%,25.0%,62.2%,3.57%,1,338.0,62.48
2026-06-06,三文鱼,194400456,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,7日虾仁笔记_复制,195192732,2.12,28,21.43%,0.0%,6,0.0,0.35,75.71,2.12,27,6,22.22%,0.35,78.52,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0,0.0,14.29%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,521虾仁测试,196982127,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,521虾仁测试_复制,196982135,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,521三文鱼搜索,196988252,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,减脂餐词汇搜索_复制,198319589,0.00,7,0.0%,0.0%,0,0.0,0.0,0.0,0.0,6,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,三文鱼搜索关键词_20260526_170915,198328826,2.24,46,30.43%,0.0%,14,0.0,0.16,48.7,2.24,46,14,30.43%,0.16,48.7,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,13,4,0.59,28.26%,28.57%,26.23%,0.0%,0,0.0,0.0
2026-06-06,三文鱼搜索新计划,198891243,0.48,19,15.79%,0.0%,3,0.0,0.16,25.26,0.48,19,3,15.79%,0.16,25.26,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,2,0.13,26.32%,66.67%,27.08%,0.0%,0,0.0,0.0
2026-06-06,虾仁高购买意图测试,198948610,0.00,28,0.0%,0.0%,0,0.0,0.0,0.0,0.0,28,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0,0.0,21.43%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,虾仁笔记推词测试,198949210,0.99,26,23.08%,0.0%,6,0.0,0.17,38.08,0.99,26,6,23.08%,0.17,38.08,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,2,0.25,23.08%,33.33%,25.25%,0.0%,0,0.0,0.0
2026-06-06,三文鱼购买意图测试,198960741,6.85,188,8.51%,0.0%,16,368.0,0.43,36.44,6.85,187,16,8.56%,0.43,36.63,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,6.85,368.0,53.72,1,6.85,368.0,53.72,1,6.85,368.0,53.72,49,7,3.0,26.06%,43.75%,43.77%,6.25%,1,368.0,53.72
2026-06-06,三文鱼做法意图测试,198981408,1.72,68,11.76%,0.0%,8,0.0,0.22,25.29,1.72,68,8,11.76%,0.22,25.29,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,12,2,0.9,17.65%,25.0%,52.33%,0.0%,0,0.0,0.0
2026-06-06,山姆盒马三文鱼截流,198986280,0.11,31,6.45%,0.0%,2,0.0,0.06,3.55,0.11,31,2,6.45%,0.06,3.55,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0,0.0,16.13%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-06,6月高点击笔记测试_复制,201276745,0.14,2,50.0%,0.0%,1,0.0,0.14,70.0,0.14,2,1,50.0%,0.14,70.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.14,50.0%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-06,虾仁收割计划,201634879,7.44,260,14.23%,0.0%,37,0.0,0.2,28.62,7.44,260,37,14.23%,0.2,28.62,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,36,10,1.14,14.23%,27.03%,15.37%,0.0%,0,0.0,0.0
2026-06-06,鲅鱼计划,201641214,0.28,8,25.0%,0.0%,2,0.0,0.14,35.0,0.28,8,2,25.0%,0.14,35.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,1,0.21,50.0%,50.0%,75.0%,0.0%,0,0.0,0.0
2026-06-07,三文鱼搜索关键词,184817496,0.10,11,18.18%,0.0%,2,0.0,0.05,9.09,0.1,10,2,20.0%,0.05,10.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,9.09%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,虾仁搜索,185525682,0.12,15,20.0%,0.0%,3,0.0,0.04,8.0,0.12,15,3,20.0%,0.04,8.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,13.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,三文鱼搜索关键词_复制,186136724,0.07,11,9.09%,0.0%,1,0.0,0.07,6.36,0.07,11,1,9.09%,0.07,6.36,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0.0,27.27%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,三文鱼爆款购买潜在需求,186737237,10.14,215,17.21%,0.0%,37,0.0,0.27,47.16,10.14,214,37,17.29%,0.27,47.38,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,52,7,3.27,24.19%,18.92%,32.22%,0.0%,0,0.0,0.0
2026-06-07,7日虾仁笔记_复制,195192732,0.02,15,6.67%,0.0%,1,0.0,0.02,1.33,0.02,15,1,6.67%,0.02,1.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,13.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,521虾仁测试,196982127,0.02,5,20.0%,0.0%,1,0.0,0.02,4.0,0.02,5,1,20.0%,0.02,4.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.02,20.0%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-07,521虾仁测试_复制,196982135,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,521三文鱼搜索,196988252,0.00,12,0.0%,0.0%,0,0.0,0.0,0.0,0.0,12,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,减脂餐词汇搜索_复制,198319589,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,三文鱼搜索关键词_20260526_170915,198328826,1.16,67,14.93%,0.0%,10,0.0,0.12,17.31,1.16,67,10,14.93%,0.12,17.31,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,4,0.53,23.88%,40.0%,45.83%,0.0%,0,0.0,0.0
2026-06-07,三文鱼搜索新计划,198891243,0.20,15,6.67%,0.0%,1,0.0,0.2,13.33,0.2,15,1,6.67%,0.2,13.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,1,0.2,33.33%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-07,虾仁高购买意图测试,198948610,0.10,15,6.67%,0.0%,1,0.0,0.1,6.67,0.1,15,1,6.67%,0.1,6.67,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,13.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,虾仁笔记推词测试,198949210,1.01,15,20.0%,0.0%,3,0.0,0.34,67.33,1.01,15,3,20.0%,0.34,67.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,6.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-07,三文鱼购买意图测试,198960741,3.61,106,14.15%,0.0%,15,0.0,0.24,34.06,3.61,105,15,14.29%,0.24,34.38,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,29,6,3.08,27.36%,40.0%,85.45%,0.0%,0,0.0,0.0
2026-06-07,三文鱼做法意图测试,198981408,1.37,80,8.75%,0.0%,7,368.0,0.2,17.13,1.37,80,7,8.75%,0.2,17.13,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,1,1.37,368.0,268.61,1,1.37,368.0,268.61,1,1.37,368.0,268.61,19,2,0.41,23.75%,28.57%,29.65%,14.29%,1,368.0,268.61
